big_ups_rpt.txt

This report shows that Mean-Reversion is comparatively weak
when stocks move sharply up.



dan@ub97hp_scikit ~/hr $ ./psql.bash -f big_ups_rpt.sql 
--
-- big_ups_rpt.sql
--
-- I use this script to study Mean-Reversion in the Stock Market.
-- Now I am ready to report.
\C 'Next day summary of stocks which upped 2% or more the day before:'
Title is "Next day summary of stocks which upped 2% or more the day before:".
SELECT 
tkr ticker
,COUNT(ydate) event_count
,MIN(ydate)   min_date
,MAX(ydate)   max_date
,ROUND(100*AVG(nlg1),3)    avg_day1_pct_up
,ROUND(100*AVG(ng),3)      avg_day1_pct_gain
FROM td12
WHERE nlg1 > 2.0/ 100.0
AND ydate > '2008-01-01'
AND ng IS NOT NULL
GROUP BY tkr ORDER BY AVG(ng)
;
          Next day summary of stocks which upped 2% or more the day before:
 ticker | event_count |  min_date  |  max_date  | avg_day1_pct_up | avg_day1_pct_gain 
 TXN    |         486 | 2000-01-13 | 2013-10-31 |            8.666 |             -0.979
 XLF    |         210 | 2000-03-03 | 2013-10-16 |            8.321 |             -0.960
 INFY   |         607 | 2000-01-03 | 2014-01-16 |            8.969 |             -0.949
 TWC    |         170 | 2007-04-13 | 2013-11-29 |            7.920 |             -0.937
 AMAT   |         501 | 2000-01-12 | 2013-09-30 |            8.622 |             -0.913
 EEM    |         192 | 2003-05-02 | 2013-09-11 |            7.156 |             -0.905
 ORCL   |         439 | 2000-01-03 | 2013-12-26 |            8.342 |             -0.901
 MS     |         555 | 2000-01-12 | 2014-01-21 |            9.134 |             -0.897
 POWI   |         742 | 2000-01-10 | 2013-11-06 |           10.124 |             -0.884
 AVB    |         230 | 2000-01-10 | 2013-06-27 |            7.743 |             -0.873
 BNS    |         180 | 2002-07-30 | 2012-01-23 |            7.282 |             -0.866
 CHKP   |         522 | 2000-01-03 | 2013-07-15 |            9.610 |             -0.864
 CNC    |         519 | 2002-03-13 | 2013-09-27 |            8.726 |             -0.845
 BAC    |         406 | 2000-01-31 | 2014-01-08 |            9.937 |             -0.840
 RLGY   |          38 | 2012-10-18 | 2013-12-18 |            6.613 |             -0.835
 XRAY   |         221 | 2000-02-02 | 2013-11-04 |            7.001 |             -0.831
 STI    |         381 | 2000-01-31 | 2013-11-11 |            9.190 |             -0.825
 DIS    |         303 | 2000-01-04 | 2013-12-30 |            7.845 |             -0.810
 YHOO   |         614 | 2000-01-03 | 2013-12-10 |            9.312 |             -0.800
 WFC    |         277 | 2000-01-14 | 2013-07-18 |            9.469 |             -0.795
 UPS    |         137 | 2000-03-16 | 2013-07-11 |            7.251 |             -0.793
 ADP    |         174 | 2000-03-14 | 2013-11-19 |            7.180 |             -0.790
 SYT    |         277 | 2000-12-08 | 2013-10-23 |            7.081 |             -0.790
 T      |         230 | 2000-01-21 | 2013-01-07 |            7.490 |             -0.787
 INTU   |         415 | 2000-01-05 | 2013-07-02 |            8.642 |             -0.785
 XLNX   |         532 | 2000-01-13 | 2014-01-22 |            9.147 |             -0.779
 VTR    |         353 | 2000-01-04 | 2014-01-16 |            7.890 |             -0.767
 NSR    |         176 | 2005-07-08 | 2013-08-05 |            7.714 |             -0.758
 PAYX   |         300 | 2000-01-10 | 2013-12-26 |            7.824 |             -0.756
 VMI    |         530 | 2000-01-03 | 2013-09-20 |            8.043 |             -0.753
 MLNX   |         378 | 2007-02-15 | 2014-01-22 |            9.344 |             -0.753
 CPT    |         232 | 2000-06-19 | 2013-09-12 |            8.312 |             -0.750
 XLE    |         203 | 2000-01-11 | 2012-07-03 |            6.755 |             -0.750
 ITUB   |         573 | 2002-04-10 | 2013-11-19 |            8.519 |             -0.749
 MHFI   |         299 | 2000-01-12 | 2013-12-24 |            7.822 |             -0.747
 RMD    |         404 | 2000-01-13 | 2013-09-16 |            8.463 |             -0.746
 MTD    |         324 | 2000-01-10 | 2013-09-10 |            7.554 |             -0.745
 GIS    |          77 | 2000-02-15 | 2013-02-21 |            6.478 |             -0.744
 LTC    |         379 | 2000-01-03 | 2013-09-19 |            8.358 |             -0.743
 PEP    |         103 | 2000-01-07 | 2013-04-22 |            6.979 |             -0.738
 TEVA   |         331 | 2000-01-03 | 2014-01-21 |            7.351 |             -0.727
 XRT    |         118 | 2006-08-16 | 2012-07-05 |            7.290 |             -0.716
 EBAY   |         573 | 2000-01-03 | 2013-12-20 |            8.782 |             -0.711
 COP    |         272 | 2000-03-07 | 2012-06-12 |            6.649 |             -0.708
 SPG    |         248 | 2000-01-10 | 2013-10-16 |            8.048 |             -0.703
 GILD   |         527 | 2000-01-03 | 2014-01-23 |            8.968 |             -0.700
 APOL   |         529 | 2000-01-18 | 2014-01-23 |            8.672 |             -0.695
 HCP    |         266 | 2000-01-06 | 2014-01-10 |            7.642 |             -0.694
 TOT    |         243 | 2000-01-20 | 2013-12-20 |            7.012 |             -0.682
 NWSA   |           6 | 2013-07-09 | 2013-10-16 |            5.923 |             -0.679
 K      |         108 | 2000-02-18 | 2012-08-08 |            7.474 |             -0.678
 XOM    |         124 | 2000-01-06 | 2013-12-18 |            6.514 |             -0.672
 ABT    |         176 | 2000-01-31 | 2013-10-22 |            7.306 |             -0.671
 STRA   |         515 | 2000-01-03 | 2014-01-16 |            8.400 |             -0.667
 HTWR   |         242 | 2008-07-08 | 2014-01-10 |           11.088 |             -0.665
 VRSN   |         614 | 2000-01-03 | 2013-08-01 |            9.945 |             -0.658
 MU     |         851 | 2000-02-04 | 2014-01-14 |            9.615 |             -0.656
 MDT    |         187 | 2000-01-07 | 2014-01-08 |            7.187 |             -0.654
 SPW    |         497 | 2000-01-11 | 2014-01-21 |            8.027 |             -0.653
 IWM    |         153 | 2000-06-05 | 2013-01-07 |            6.691 |             -0.639
 GDXJ   |         197 | 2009-11-18 | 2014-01-23 |            7.858 |             -0.631
 LLTC   |         449 | 2000-01-05 | 2013-10-31 |            8.871 |             -0.627
 TM     |         264 | 2000-01-03 | 2013-08-06 |            7.038 |             -0.618
 MDY    |         120 | 2000-02-29 | 2012-07-03 |            6.883 |             -0.615
 ULTA   |         323 | 2007-11-01 | 2013-10-22 |            9.879 |             -0.615
 USO    |         206 | 2006-04-21 | 2013-07-10 |            7.029 |             -0.612
 PRU    |         290 | 2001-12-24 | 2013-11-14 |            9.425 |             -0.606
 FITB   |         382 | 2000-01-27 | 2013-11-08 |           10.233 |             -0.600
 PX     |         244 | 2000-01-06 | 2012-07-05 |            7.486 |             -0.595
 AL     |          62 | 2011-05-12 | 2014-01-22 |            6.887 |             -0.594
 PLXS   |         779 | 2000-01-11 | 2013-12-20 |            9.831 |             -0.592
 TCO    |         305 | 2000-01-07 | 2013-05-02 |            8.019 |             -0.592
 ACGL   |         180 | 2000-01-10 | 2013-02-11 |            7.856 |             -0.588
 NVO    |         328 | 2000-01-07 | 2013-10-23 |            7.254 |             -0.586
 TCS    |          13 | 2013-11-18 | 2013-12-31 |           10.501 |             -0.581
 LECO   |         379 | 2000-03-31 | 2013-11-04 |            7.627 |             -0.576
 BBT    |         299 | 2000-01-13 | 2012-07-03 |            8.573 |             -0.573
 NEM    |         493 | 2000-02-02 | 2014-01-23 |            8.151 |             -0.572
 RIG    |         614 | 2000-01-11 | 2013-11-13 |            8.106 |             -0.561
 MELI   |         410 | 2007-08-17 | 2014-01-22 |           10.331 |             -0.559
 FISV   |         295 | 2000-01-19 | 2013-10-16 |            8.028 |             -0.553
 GLW    |         682 | 2000-01-13 | 2013-10-29 |            9.756 |             -0.551
 CL     |         125 | 2000-01-11 | 2011-09-19 |            7.381 |             -0.547
 CSCO   |         426 | 2000-01-13 | 2013-12-30 |            8.379 |             -0.546
 TSM    |         529 | 2000-01-03 | 2014-01-16 |            8.850 |             -0.545
 SLB    |         469 | 2000-01-10 | 2013-10-16 |            7.602 |             -0.544
 BTU    |         666 | 2001-06-28 | 2014-01-02 |            8.638 |             -0.536
 ITW    |         265 | 2000-01-11 | 2013-05-09 |            6.897 |             -0.532
 KLAC   |         586 | 2000-01-10 | 2013-10-16 |            9.068 |             -0.531
 MYL    |         430 | 2000-01-11 | 2014-01-14 |            8.113 |             -0.530
 HPQ    |         408 | 2000-01-03 | 2014-01-21 |            8.334 |             -0.527
 AMGN   |         297 | 2000-01-03 | 2014-01-22 |            8.093 |             -0.527
 REG    |         238 | 2000-03-22 | 2013-10-16 |            8.275 |             -0.526
 ETR    |         159 | 2000-01-31 | 2013-10-22 |            7.486 |             -0.524
 CTXS   |         673 | 2000-01-03 | 2013-12-24 |            9.344 |             -0.523
 BBBY   |         427 | 2000-01-10 | 2013-09-18 |            8.517 |             -0.521
 SBUX   |         434 | 2000-01-10 | 2013-10-22 |            8.660 |             -0.520
 JOY    |         661 | 2001-06-28 | 2013-12-30 |            8.761 |             -0.519
 COST   |         262 | 2000-01-10 | 2013-11-06 |            7.365 |             -0.519
 SSNC   |         123 | 2010-04-09 | 2013-12-24 |            7.350 |             -0.517
 MRK    |         251 | 2000-01-07 | 2014-01-16 |            7.276 |             -0.515
 EFA    |          89 | 2001-09-28 | 2012-07-03 |            6.827 |             -0.505
 WU     |         166 | 2006-10-24 | 2013-10-24 |            7.641 |             -0.500
 RIO    |         596 | 2000-01-03 | 2014-01-17 |            8.203 |             -0.500
 MLM    |         410 | 2000-01-06 | 2014-01-14 |            7.488 |             -0.494
 VRSK   |          45 | 2009-10-15 | 2013-03-05 |            6.914 |             -0.492
 PII    |         492 | 2000-02-25 | 2013-12-23 |            8.367 |             -0.491
 OXY    |         385 | 2000-01-11 | 2013-04-30 |            7.295 |             -0.491
 WEX    |         294 | 2005-06-15 | 2013-11-15 |            8.148 |             -0.486
 JNJ    |         101 | 2000-01-11 | 2013-10-16 |            6.754 |             -0.484
 BA     |         348 | 2000-01-07 | 2013-10-29 |            7.346 |             -0.483
 DLB    |         292 | 2005-04-29 | 2014-01-10 |            8.515 |             -0.472
 GLD    |          61 | 2005-11-22 | 2013-04-25 |            7.040 |             -0.469
 PCG    |         243 | 2000-01-05 | 2011-12-27 |            8.904 |             -0.461
 FMC    |         367 | 2000-01-11 | 2013-08-02 |            7.738 |             -0.455
 KBR    |         338 | 2006-11-24 | 2013-10-22 |            8.366 |             -0.445
 ED     |          83 | 2000-03-15 | 2011-12-01 |            7.472 |             -0.445
 MSFT   |         300 | 2000-02-04 | 2013-11-08 |            7.633 |             -0.444
 NNN    |         178 | 2000-01-10 | 2013-10-29 |            7.582 |             -0.444
 QQQ    |         221 | 2000-01-03 | 2011-12-02 |            7.595 |             -0.443
 APA    |         494 | 2000-01-11 | 2013-09-06 |            7.652 |             -0.443
 EW     |         275 | 2000-07-10 | 2014-01-16 |            8.079 |             -0.439
 CVE    |         112 | 2009-12-15 | 2013-09-09 |            7.583 |             -0.438
 NOW    |          84 | 2012-07-31 | 2014-01-22 |            8.650 |             -0.434
 MAR    |         353 | 2000-01-10 | 2013-09-13 |            7.854 |             -0.431
 PB     |         322 | 2000-03-07 | 2013-07-09 |            7.606 |             -0.431
 IHS    |         235 | 2005-11-22 | 2013-07-11 |            7.608 |             -0.427
 GRMN   |         591 | 2000-12-29 | 2013-10-16 |            8.200 |             -0.427
 INGR   |         360 | 2000-01-27 | 2013-09-19 |            7.508 |             -0.420
 RGR    |         598 | 2000-01-10 | 2014-01-16 |            8.521 |             -0.407
 SPY    |          80 | 2000-03-03 | 2011-12-05 |            6.808 |             -0.407
 ARG    |         362 | 2000-01-10 | 2013-08-02 |            8.682 |             -0.399
 AXP    |         347 | 2000-01-12 | 2013-12-24 |            8.401 |             -0.391
 PRGS   |         429 | 2000-01-13 | 2013-12-24 |            8.109 |             -0.391
 KMT    |         491 | 2000-01-05 | 2013-12-10 |            7.669 |             -0.386
 UNP    |         300 | 2000-01-06 | 2013-05-08 |            7.154 |             -0.383
 APC    |         508 | 2000-01-18 | 2013-10-16 |            7.849 |             -0.381
 CM     |         261 | 2000-01-20 | 2013-04-30 |            7.732 |             -0.379
 INTC   |         438 | 2000-01-11 | 2013-12-10 |            7.929 |             -0.378
 ABX    |         558 | 2000-02-04 | 2014-01-23 |            7.979 |             -0.376
 MSM    |         448 | 2000-01-11 | 2014-01-14 |            8.263 |             -0.364
 TGT    |         306 | 2000-01-13 | 2013-03-04 |            7.963 |             -0.363
 CHTR   |         108 | 2010-03-05 | 2013-11-29 |            7.319 |             -0.362
 CEO    |         487 | 2001-03-27 | 2013-11-19 |            8.204 |             -0.358
 CTSH   |         625 | 2000-01-25 | 2013-09-11 |            9.082 |             -0.354
 HD     |         321 | 2000-02-01 | 2013-11-19 |            8.049 |             -0.354
 CSX    |         416 | 2000-01-11 | 2013-08-02 |            7.493 |             -0.353
 VAL    |         266 | 2000-01-10 | 2013-08-02 |            7.571 |             -0.347
 FAST   |         470 | 2000-01-13 | 2013-09-11 |            7.940 |             -0.343
 PCAR   |         460 | 2000-01-10 | 2013-07-11 |            7.748 |             -0.337
 CLR    |         423 | 2007-06-13 | 2014-01-21 |            9.632 |             -0.336
 CINF   |         178 | 2000-02-04 | 2013-07-12 |            8.069 |             -0.335
 DLTR   |         468 | 2000-01-07 | 2013-09-20 |            8.547 |             -0.330
 TIF    |         545 | 2000-01-11 | 2013-12-03 |            8.181 |             -0.329
 NVDA   |         873 | 2000-01-18 | 2013-11-14 |           10.438 |             -0.328
 CPA    |         366 | 2005-12-23 | 2013-12-16 |            8.445 |             -0.317
 PH     |         382 | 2000-01-10 | 2013-12-24 |            7.431 |             -0.317
 MUR    |         424 | 2000-01-10 | 2013-08-05 |            7.449 |             -0.315
 VIAB   |         185 | 2006-01-06 | 2013-08-08 |            7.497 |             -0.312
 STT    |         405 | 2000-01-11 | 2013-10-16 |            8.921 |             -0.311
 DKS    |         416 | 2002-11-15 | 2013-09-19 |            8.641 |             -0.311
 UDOW   |         191 | 2010-02-19 | 2013-12-26 |            8.113 |             -0.309
 BCO    |         414 | 2000-01-20 | 2013-12-18 |            7.860 |             -0.309
 MJN    |         103 | 2009-02-19 | 2013-11-15 |            6.685 |             -0.307
 VECO   |         846 | 2000-01-13 | 2014-01-23 |           10.164 |             -0.307
 PFE    |         195 | 2000-01-07 | 2013-10-18 |            7.242 |             -0.306
 NUE    |         530 | 2000-02-15 | 2013-11-06 |            7.732 |             -0.299
 FXI    |         231 | 2005-08-02 | 2013-11-21 |            7.723 |             -0.297
 AYI    |         411 | 2001-12-24 | 2014-01-16 |            8.200 |             -0.295
 SCG    |          86 | 2000-01-21 | 2011-12-27 |            6.884 |             -0.293
 VLO    |         638 | 2000-01-18 | 2014-01-10 |            7.880 |             -0.291
 COF    |         535 | 2000-02-16 | 2013-10-16 |            9.421 |             -0.290
 BMY    |         253 | 2000-01-07 | 2014-01-14 |            7.033 |             -0.285
 BWA    |          57 | 2011-10-07 | 2013-10-16 |            7.594 |             -0.281
 XLB    |         194 | 2000-01-06 | 2013-04-25 |            6.914 |             -0.281
 EWZ    |         476 | 2000-07-21 | 2013-09-19 |            7.507 |             -0.279
 TJX    |         329 | 2000-02-03 | 2013-10-22 |            7.806 |             -0.277
 HSIC   |         281 | 2000-01-10 | 2013-10-15 |            8.405 |             -0.274
 MTX    |         282 | 2000-01-12 | 2013-10-23 |            7.297 |             -0.269
 PRGO   |         411 | 2000-01-13 | 2013-11-12 |            7.884 |             -0.267
 WAT    |         427 | 2000-01-03 | 2013-01-10 |            8.802 |             -0.266
 NKE    |         301 | 2000-01-11 | 2013-09-30 |            7.670 |             -0.265
 GDX    |         301 | 2006-06-01 | 2014-01-23 |            8.342 |             -0.258
 ICE    |         333 | 2005-12-02 | 2013-11-25 |            9.358 |             -0.251
 WWW    |         412 | 2000-01-20 | 2013-11-29 |            8.246 |             -0.244
 JPM    |         409 | 2000-01-19 | 2013-11-14 |            8.536 |             -0.242
 NOV    |         708 | 2000-01-10 | 2013-09-09 |            8.330 |             -0.239
 MRO    |         421 | 2000-01-06 | 2013-09-04 |            7.131 |             -0.238
 SRCL   |         369 | 2000-02-14 | 2012-11-02 |            7.916 |             -0.231
 VAR    |         362 | 2000-01-14 | 2013-12-02 |            7.859 |             -0.229
 FOSL   |         661 | 2000-01-07 | 2013-10-24 |            8.988 |             -0.228
 BIIB   |         534 | 2000-01-07 | 2014-01-23 |            9.234 |             -0.228
 ALGT   |         295 | 2006-12-15 | 2013-11-27 |            9.033 |             -0.227
 CNI    |         295 | 2000-01-14 | 2013-05-08 |            7.167 |             -0.227
 APU    |         127 | 2000-01-04 | 2013-10-22 |            7.643 |             -0.225
 CVX    |         175 | 2000-03-02 | 2012-07-03 |            6.569 |             -0.225
 RE     |         256 | 2000-01-06 | 2013-04-30 |            8.432 |             -0.221
 AKAM   |         804 | 2000-01-03 | 2014-01-21 |           11.577 |             -0.217
 GPS    |         478 | 2000-01-10 | 2013-11-14 |            8.325 |             -0.217
 HON    |         325 | 2000-01-11 | 2013-05-08 |            7.784 |             -0.216
 AMX    |         418 | 2001-04-05 | 2013-11-21 |            7.543 |             -0.211
 TRMB   |         673 | 2000-01-03 | 2013-12-20 |            9.260 |             -0.209
 WM     |         221 | 2000-01-03 | 2013-04-30 |            7.668 |             -0.205
 HAL    |         600 | 2000-01-18 | 2013-10-16 |            8.189 |             -0.204
 PFF    |          63 | 2007-12-28 | 2011-08-15 |           10.114 |             -0.201
 EXP    |         578 | 2000-03-16 | 2013-09-13 |            8.152 |             -0.200
 ESRX   |         476 | 2000-01-03 | 2013-05-03 |            8.264 |             -0.197
 BP     |         228 | 2000-02-16 | 2013-11-04 |            7.159 |             -0.196
 TTC    |         383 | 2000-02-22 | 2013-08-28 |            7.699 |             -0.190
 EL     |         319 | 2000-01-12 | 2013-09-09 |            7.727 |             -0.172
 BANR   |         542 | 2000-02-02 | 2013-12-18 |           10.700 |             -0.172
 LYB    |         159 | 2010-05-27 | 2013-07-10 |            7.642 |             -0.170
 CHRW   |         364 | 2000-01-12 | 2014-01-15 |            7.650 |             -0.169
 DD     |         241 | 2000-01-06 | 2013-07-18 |            7.578 |             -0.165
 NSC    |         391 | 2000-01-10 | 2013-10-29 |            8.034 |             -0.163
 ACOR   |         404 | 2006-02-22 | 2014-01-21 |           11.092 |             -0.163
 LEA    |         109 | 2009-11-16 | 2013-10-16 |            7.269 |             -0.159
 AIG    |         401 | 2000-01-11 | 2013-10-16 |           11.242 |             -0.155
 BHP    |         501 | 2000-01-07 | 2013-10-22 |            7.533 |             -0.154
 UNFI   |         525 | 2000-01-03 | 2013-12-24 |            8.436 |             -0.151
 WABC   |         230 | 2000-01-18 | 2013-07-08 |            7.863 |             -0.151
 BX     |         343 | 2007-07-06 | 2013-12-23 |            9.452 |             -0.146
 XRX    |         447 | 2000-01-03 | 2013-12-24 |            9.501 |             -0.146
 CVLT   |         358 | 2006-09-29 | 2014-01-23 |            8.568 |             -0.144
 RHT    |         726 | 2000-01-05 | 2013-12-27 |           10.070 |             -0.142
 MON    |         445 | 2000-10-31 | 2013-11-14 |            7.749 |             -0.138
 CRI    |         371 | 2003-11-06 | 2013-09-04 |            7.871 |             -0.133
 YUM    |         312 | 2000-02-17 | 2013-11-27 |            7.295 |             -0.133
 HAR    |         617 | 2000-01-03 | 2014-01-15 |            9.123 |             -0.133
 WHR    |         497 | 2000-01-11 | 2013-12-18 |            8.316 |             -0.130
 ALL    |         239 | 2000-02-16 | 2013-10-16 |            8.287 |             -0.128
 FDX    |         330 | 2000-01-06 | 2013-10-23 |            7.508 |             -0.121
 DE     |         427 | 2000-01-06 | 2013-12-10 |            7.797 |             -0.120
 C      |         431 | 2000-01-11 | 2014-01-09 |           10.886 |             -0.115
 DVA    |         372 | 2000-01-03 | 2013-12-23 |            8.929 |             -0.110
 DVN    |         495 | 2000-01-11 | 2013-10-22 |            7.427 |             -0.104
 LNN    |         600 | 2000-02-16 | 2013-12-20 |            8.768 |             -0.099
 GG     |         725 | 2000-02-04 | 2014-01-24 |            8.397 |             -0.099
 VZ     |         187 | 2000-01-21 | 2013-10-23 |            9.934 |             -0.094
 SIAL   |         251 | 2000-01-10 | 2012-08-09 |            7.451 |             -0.092
 HFC    |         671 | 2000-01-03 | 2013-12-20 |            8.636 |             -0.087
 AXE    |         433 | 2000-01-13 | 2013-08-05 |            8.368 |             -0.087
 DIA    |          69 | 2000-03-03 | 2011-12-02 |            6.875 |             -0.087
 ORLY   |         386 | 2000-02-24 | 2013-10-17 |            8.447 |             -0.087
 WLT    |         840 | 2000-02-08 | 2013-12-31 |            9.414 |             -0.079
 NAV    |         674 | 2000-03-03 | 2013-11-11 |            8.950 |             -0.079
 LLY    |         213 | 2000-01-07 | 2014-01-22 |            7.304 |             -0.077
 RRGB   |         546 | 2002-08-30 | 2013-12-24 |            8.631 |             -0.073
 EIX    |         221 | 2000-01-07 | 2013-06-27 |            9.129 |             -0.064
 ALXN   |         696 | 2000-01-03 | 2014-01-21 |            9.947 |             -0.059
 HES    |         479 | 2000-02-18 | 2013-07-11 |            7.583 |             -0.057
 PNRA   |         623 | 2000-01-11 | 2013-11-07 |            8.619 |             -0.055
 TYC    |         379 | 2000-01-03 | 2013-12-27 |            8.874 |             -0.049
 CONN   |         574 | 2003-12-03 | 2013-12-12 |           10.507 |             -0.049
 PPG    |         268 | 2000-01-11 | 2013-10-23 |            7.380 |             -0.043
 ADBE   |         528 | 2000-01-13 | 2013-12-19 |            8.831 |             -0.037
 SUI    |         222 | 2000-01-10 | 2014-01-22 |            8.063 |             -0.035
 SI     |         405 | 2001-03-27 | 2013-10-24 |            7.744 |             -0.032
 GD     |         232 | 2000-01-05 | 2014-01-23 |            7.177 |             -0.027
 MDLZ   |         103 | 2001-08-22 | 2013-11-14 |            6.216 |             -0.027
 WDC    |         829 | 2000-01-03 | 2013-12-18 |           10.155 |             -0.010
 CCI    |         551 | 2000-01-24 | 2013-10-18 |           10.443 |             -0.010
 CAVM   |         396 | 2007-05-09 | 2014-01-22 |            8.868 |             -0.003
 SLV    |         264 | 2006-05-11 | 2013-12-10 |            7.296 |             -0.001
 RLI    |         199 | 2000-02-08 | 2013-10-23 |            7.169 |             -0.001
 UPRO   |         270 | 2009-07-14 | 2013-12-27 |            8.390 |              0.004
 ENZL   |          18 | 2010-11-03 | 2013-09-19 |            6.195 |              0.009
 ACAT   |         629 | 2000-05-26 | 2013-12-24 |            9.437 |              0.015
 DNB    |         206 | 2000-02-17 | 2013-12-26 |            7.156 |              0.016
 FSLR   |         471 | 2006-11-27 | 2013-11-15 |           10.842 |              0.016
 TAL    |         370 | 2005-11-21 | 2013-12-20 |            8.498 |              0.019
 RL     |         477 | 2000-02-07 | 2013-11-06 |            8.362 |              0.020
 ROST   |         412 | 2000-01-26 | 2013-11-14 |            8.108 |              0.026
 PAAS   |         767 | 2000-02-09 | 2014-01-22 |            8.907 |              0.029
 BGC    |         753 | 2000-01-03 | 2014-01-16 |           10.176 |              0.029
 CHK    |         653 | 2000-01-14 | 2014-01-23 |            8.725 |              0.032
 CTRX   |         355 | 2006-07-06 | 2014-01-13 |            8.993 |              0.032
 LLL    |         262 | 2000-01-27 | 2013-07-11 |            7.594 |              0.038
 SPH    |         154 | 2000-01-07 | 2013-07-02 |            7.465 |              0.039
 MET    |         370 | 2000-06-30 | 2013-12-24 |            8.872 |              0.039
 UNH    |         364 | 2000-01-07 | 2013-10-16 |            7.916 |              0.040
 PBR    |         656 | 2000-08-17 | 2013-11-19 |            8.169 |              0.042
 TMO    |         303 | 2000-01-26 | 2013-12-24 |            7.830 |              0.049
 FFIV   |         856 | 2000-01-18 | 2014-01-24 |           10.444 |              0.050
 HIBB   |         637 | 2000-01-11 | 2013-11-27 |            8.632 |              0.057
 GWW    |         302 | 2000-01-11 | 2013-09-11 |            7.536 |              0.057
 KSS    |         407 | 2000-01-10 | 2013-10-29 |            7.843 |              0.060
 RDY    |         421 | 2001-04-20 | 2014-01-15 |            7.882 |              0.062
 CVS    |         270 | 2000-01-03 | 2013-12-24 |            7.490 |              0.063
 ACT    |         350 | 2000-01-10 | 2014-01-14 |            7.880 |              0.068
 SSYS   |         860 | 2000-01-13 | 2014-01-22 |           10.242 |              0.069
 ABAX   |         683 | 2000-01-03 | 2014-01-16 |            9.441 |              0.078
 CMI    |         612 | 2000-02-18 | 2013-12-20 |            8.353 |              0.078
 FCX    |         752 | 2000-01-03 | 2013-12-31 |            8.286 |              0.086
 BBY    |         597 | 2000-01-03 | 2013-12-04 |            9.203 |              0.094
 NHI    |         281 | 2000-01-05 | 2013-10-16 |            8.239 |              0.096
 SWC    |         925 | 2000-01-11 | 2014-01-22 |           10.056 |              0.097
 CREE   |         119 | 2011-10-07 | 2014-01-22 |            9.046 |              0.097
 GME    |         545 | 2002-03-07 | 2014-01-22 |            8.550 |              0.098
 AEM    |         724 | 2000-02-04 | 2014-01-24 |            8.903 |              0.103
 PETM   |         521 | 2000-01-03 | 2013-04-10 |            8.532 |              0.109
 DB     |         507 | 2000-01-10 | 2014-01-16 |            8.633 |              0.112
 KGC    |         809 | 2000-01-20 | 2014-01-17 |            9.769 |              0.116
 AAP    |         277 | 2001-12-10 | 2013-12-03 |            8.186 |              0.117
 AGU    |         568 | 2000-01-03 | 2014-01-16 |            8.174 |              0.122
 CB     |         217 | 2000-01-11 | 2012-07-31 |            8.147 |              0.126
 WCC    |         697 | 2000-01-03 | 2013-11-04 |            9.062 |              0.126
 RTN    |         241 | 2000-01-10 | 2013-10-31 |            7.770 |              0.130
 RY     |         236 | 2000-01-27 | 2013-07-22 |            7.316 |              0.133
 X      |         800 | 2000-02-16 | 2013-12-30 |            8.820 |              0.134
 VALE   |         577 | 2002-04-10 | 2013-12-30 |            7.980 |              0.135
 ICUI   |         455 | 2000-01-14 | 2013-11-26 |            8.511 |              0.135
 WAG    |         271 | 2000-01-11 | 2014-01-13 |            7.160 |              0.137
 DGX    |         326 | 2000-01-12 | 2013-11-07 |            8.558 |              0.141
 CMG    |         358 | 2006-02-03 | 2013-10-24 |            8.584 |              0.142
 TDC    |         227 | 2007-10-15 | 2014-01-21 |            7.375 |              0.142
 BEN    |         399 | 2000-01-07 | 2013-10-22 |            7.563 |              0.145
 TPX    |         572 | 2004-01-02 | 2013-12-30 |            8.851 |              0.145
 FLT    |          81 | 2010-12-22 | 2013-11-14 |            7.075 |              0.146
 MNST   |         673 | 2000-01-11 | 2013-12-24 |            9.517 |              0.148
 ROK    |         448 | 2000-01-19 | 2013-12-24 |            7.733 |              0.151
 STJ    |         392 | 2000-01-03 | 2014-01-10 |            7.464 |              0.153
 CF     |         450 | 2005-08-25 | 2014-01-15 |            8.518 |              0.154
 ATK    |         298 | 2000-01-04 | 2014-01-15 |            7.110 |              0.155
 SMG    |         321 | 2000-03-20 | 2013-08-06 |            8.196 |              0.157
 EOG    |         574 | 2000-01-11 | 2013-12-24 |            7.875 |              0.158
 COH    |         569 | 2000-10-26 | 2013-11-29 |            8.894 |              0.159
 CCL    |         406 | 2000-01-10 | 2014-01-15 |            8.081 |              0.168
 KRFT   |           5 | 2012-10-05 | 2013-05-09 |            6.608 |              0.168
 ARO    |         589 | 2002-06-05 | 2013-12-30 |            9.013 |              0.172
 ACE    |         323 | 2000-01-07 | 2013-11-27 |            8.858 |              0.174
 CNS    |         469 | 2004-08-23 | 2013-12-26 |            8.363 |              0.181
 UA     |         436 | 2005-12-05 | 2013-11-15 |            9.305 |              0.184
 PCP    |         513 | 2000-01-10 | 2013-12-20 |            7.676 |              0.188
 ABG    |         558 | 2002-04-10 | 2013-12-19 |            9.674 |              0.190
 CAH    |         270 | 2000-01-05 | 2013-11-14 |            7.262 |              0.191
 LMT    |         189 | 2000-01-04 | 2013-10-28 |            7.348 |              0.197
 WLP    |         309 | 2001-11-06 | 2013-11-20 |            7.248 |              0.197
 MCD    |         180 | 2000-01-11 | 2011-08-15 |            7.059 |              0.201
