big_ups_rpt.txt

This report shows that Mean-Reversion is comparatively weak
when stocks move sharply up.



dan@ub97hp_scikit ~/hr $ ./psql.bash -f big_ups_rpt.sql 
--
-- big_ups_rpt.sql
--
-- I use this script to study Mean-Reversion in the Stock Market.
-- Now I am ready to report.
\C 'Next day summary of stocks which upped 2% or more the day before:'
Title is "Next day summary of stocks which upped 2% or more the day before:".
SELECT 
tkr ticker
,COUNT(ydate) event_count
,MIN(ydate)   min_date
,MAX(ydate)   max_date
,ROUND(100*AVG(nlg1),3)    avg_day1_pct_up
,ROUND(100*AVG(ng),3)      avg_day1_pct_gain
FROM td12
WHERE nlg1 > 2.0/ 100.0
AND ydate > '2008-01-01'
AND ng IS NOT NULL
GROUP BY tkr ORDER BY AVG(ng)
;
          Next day summary of stocks which upped 2% or more the day before:
 ticker | event_count |  min_date  |  max_date  | avg_day1_pct_up | avg_day1_pct_gain 
 RL     |         590 | 1997-09-22 | 2013-11-06 |            14.575 |               0.070
 PGR    |         771 | 1986-08-11 | 2012-10-08 |            14.497 |               0.099
 CNS    |         509 | 2004-09-14 | 2013-11-06 |            15.167 |               0.101
 PH     |         772 | 1985-11-22 | 2013-11-06 |            13.953 |               0.112
 NTAP   |        1100 | 1995-12-20 | 2013-05-30 |            19.128 |               0.126
 RIG    |         902 | 1993-08-19 | 2013-11-18 |            14.617 |               0.138
 NEM    |        1156 | 1984-03-09 | 2013-09-05 |            14.841 |               0.142
 FMC    |         783 | 1985-11-11 | 2013-01-10 |            14.079 |               0.156
 GG     |         911 | 1995-11-27 | 2013-09-05 |            15.818 |               0.163
 CPT    |         218 | 1993-09-10 | 2013-07-23 |            14.241 |               0.166
 TTC    |         702 | 1988-03-02 | 2013-09-19 |            14.028 |               0.172
 MOV    |         970 | 1993-12-03 | 2013-09-24 |            16.045 |               0.178
 SWK    |         629 | 1985-12-16 | 2013-08-01 |            14.063 |               0.196
 NKE    |         883 | 1987-09-17 | 2013-10-01 |            14.326 |               0.200
 XLNX   |        1190 | 1990-08-31 | 2013-08-06 |            16.129 |               0.204
 DORM   |        1000 | 1991-04-11 | 2014-01-02 |            16.838 |               0.210
 PAYX   |         749 | 1990-07-06 | 2011-10-31 |            13.820 |               0.214
 HAS    |         787 | 1985-02-26 | 2013-11-15 |            14.189 |               0.216
 DLB    |         290 | 2005-06-21 | 2013-10-04 |            14.926 |               0.229
 SIAL   |         367 | 1990-06-07 | 2012-02-08 |            12.963 |               0.232
 WFC    |         560 | 1985-01-29 | 2013-07-23 |            14.595 |               0.234
 MJN    |          73 | 2009-05-07 | 2013-10-29 |            12.188 |               0.240
 MTX    |         436 | 1992-11-23 | 2013-11-06 |            12.897 |               0.242
 NOC    |         677 | 1984-04-24 | 2013-11-12 |            14.588 |               0.254
 CSX    |         667 | 1984-04-04 | 2013-08-05 |            13.233 |               0.263
 HRB    |         602 | 1987-01-19 | 2013-08-02 |            13.145 |               0.263
 ECL    |         314 | 1988-03-01 | 2013-07-23 |            13.044 |               0.284
 V      |         117 | 2008-04-17 | 2013-09-20 |            14.580 |               0.292
 PAAS   |        1061 | 1995-07-11 | 2014-01-02 |            16.178 |               0.300
 AEM    |        1458 | 1985-01-16 | 2013-11-15 |            16.350 |               0.301
 DRI    |         549 | 1995-09-08 | 2013-11-05 |            14.694 |               0.302
 WCG    |         581 | 2004-09-15 | 2013-12-03 |            17.469 |               0.306
 ORCL   |        1284 | 1988-06-08 | 2012-12-20 |            16.429 |               0.321
 ESRX   |         998 | 1992-07-24 | 2013-05-17 |            15.492 |               0.322
 WWW    |        1077 | 1985-01-17 | 2013-12-02 |            14.598 |               0.323
 HES    |         765 | 1984-08-22 | 2013-08-01 |            13.684 |               0.347
 MDLZ   |          50 | 2001-09-06 | 2013-03-26 |            11.134 |               0.351
 LOW    |        1117 | 1985-11-05 | 2013-07-24 |            14.776 |               0.374
 POT    |         922 | 1990-02-26 | 2013-05-20 |            14.512 |               0.380
 TXI    |        1149 | 1984-07-31 | 2014-01-02 |            15.706 |               0.381
 KBR    |         319 | 2006-12-15 | 2013-10-22 |            14.839 |               0.384
 HAL    |        1130 | 1984-03-16 | 2013-11-06 |            14.577 |               0.385
 EFA    |          57 | 2001-10-19 | 2011-10-31 |            12.429 |               0.394
 TSM    |         600 | 1997-11-24 | 2013-09-19 |            17.433 |               0.396
 TGT    |         767 | 1984-06-19 | 2012-03-16 |            13.513 |               0.400
 TXN    |        1261 | 1984-05-04 | 2013-08-05 |            15.144 |               0.407
 IBM    |         591 | 1984-08-03 | 2011-10-12 |            13.978 |               0.456
 TMO    |         598 | 1987-11-23 | 2013-02-06 |            14.306 |               0.459
 LLL    |         345 | 1998-06-30 | 2013-11-06 |            14.287 |               0.461
 GE     |         513 | 1984-08-08 | 2013-11-13 |            13.605 |               0.465
 PAG    |         861 | 1996-12-27 | 2013-12-19 |            17.610 |               0.466
 USO    |         175 | 2006-07-13 | 2013-07-25 |            13.516 |               0.472
 ICUI   |         923 | 1992-05-22 | 2013-06-13 |            15.767 |               0.472
 GPS    |        1203 | 1987-11-23 | 2013-12-02 |            14.854 |               0.474
 HIBB   |         868 | 1997-02-03 | 2013-11-27 |            16.144 |               0.482
 UNP    |         441 | 1984-08-09 | 2013-05-15 |            12.430 |               0.486
 PPG    |         553 | 1984-03-19 | 2013-11-06 |            14.103 |               0.500
 ADM    |         619 | 1984-08-09 | 2013-11-11 |            13.468 |               0.504
 XLB    |         134 | 1999-04-15 | 2012-01-27 |            13.314 |               0.506
 PM     |          42 | 2008-12-18 | 2012-03-05 |            11.769 |               0.517
 RTN    |         380 | 1984-08-14 | 2013-11-21 |            14.532 |               0.520
 SLV    |         313 | 2006-07-12 | 2013-09-09 |            13.848 |               0.529
 SSNC   |         133 | 2010-04-29 | 2013-11-06 |            13.032 |               0.535
 CAT    |         806 | 1984-03-20 | 2013-01-29 |            13.830 |               0.567
 DNB    |         341 | 1984-03-28 | 2013-07-24 |            12.998 |               0.582
 COST   |         742 | 1986-10-14 | 2012-06-29 |            13.705 |               0.591
 APC    |         904 | 1986-10-09 | 2013-07-19 |            14.107 |               0.615
 HPY    |         359 | 2006-01-26 | 2014-01-02 |            15.121 |               0.625
 RLI    |         474 | 1988-03-04 | 2013-11-06 |            13.009 |               0.654
 DIA    |          49 | 1998-10-29 | 2011-10-31 |            11.960 |               0.657
 PNC    |         489 | 1989-06-07 | 2012-04-03 |            14.725 |               0.672
 IYR    |          98 | 2002-08-20 | 2011-11-08 |            14.939 |               0.688
 DKS    |         498 | 2002-12-03 | 2013-10-02 |            14.901 |               0.692
 DLTR   |         799 | 1995-04-06 | 2013-10-01 |            15.533 |               0.698
 JNPR   |         795 | 1999-07-26 | 2013-12-31 |            18.878 |               0.714
 KO     |         358 | 1985-11-15 | 2011-09-08 |            12.444 |               0.714
 MCK    |         542 | 1995-01-31 | 2013-11-19 |            14.072 |               0.715
 K      |         268 | 1985-01-30 | 2009-05-26 |            12.612 |               0.719
 TAL    |         355 | 2005-12-08 | 2013-11-29 |            15.191 |               0.723
 HSIC   |         504 | 1995-12-11 | 2012-02-02 |            15.226 |               0.735
 MON    |         458 | 2000-12-11 | 2013-09-19 |            13.970 |               0.738
 TCO    |         336 | 1993-01-13 | 2011-11-17 |            14.139 |               0.754
 PNRA   |        1024 | 1991-09-20 | 2013-11-29 |            15.516 |               0.766
 CCI    |         652 | 1998-09-29 | 2013-07-24 |            19.288 |               0.769
 EXP    |         744 | 1994-06-23 | 2013-10-04 |            14.544 |               0.770
 WM     |         514 | 1991-12-09 | 2011-10-20 |            14.524 |               0.782
 OXY    |         582 | 1984-03-30 | 2013-05-21 |            12.998 |               0.788
 MRK    |         564 | 1984-11-06 | 2013-04-23 |            12.389 |               0.820
 AXE    |         993 | 1984-08-16 | 2013-08-05 |            15.368 |               0.829
 VAR    |         768 | 1988-02-10 | 2013-07-25 |            14.037 |               0.842
 CA     |        1383 | 1984-12-31 | 2013-11-06 |            16.676 |               0.847
 APA    |         947 | 1984-03-12 | 2013-09-20 |            13.780 |               0.884
 VZ     |         297 | 1985-11-11 | 2011-12-23 |            18.084 |               0.887
 VFC    |         622 | 1985-10-17 | 2013-11-14 |            13.950 |               0.905
 FBHS   |         100 | 2011-10-19 | 2013-10-04 |            13.382 |               0.918
 MET    |         302 | 2000-08-08 | 2013-08-01 |            16.031 |               0.926
 HUM    |        1122 | 1984-05-02 | 2013-12-03 |            15.188 |               0.956
 MCY    |         589 | 1990-05-02 | 2013-05-20 |            14.746 |               0.959
 DGX    |         421 | 1997-04-29 | 2013-05-28 |            16.347 |               0.961
 EL     |         523 | 1996-02-06 | 2013-05-03 |            13.874 |               0.963
 AVGO   |         147 | 2009-12-31 | 2014-01-02 |            13.476 |               0.964
 CREE   |         154 | 2011-10-31 | 2013-10-22 |            16.681 |               0.970
 LMT    |         483 | 1984-04-19 | 2013-11-06 |            13.283 |               0.978
 EOG    |         973 | 1989-11-24 | 2013-09-19 |            14.494 |               0.979
 MS     |         770 | 1993-03-23 | 2013-09-17 |            15.319 |               0.986
 WLP    |         268 | 2001-11-28 | 2013-07-19 |            13.884 |               0.999
 CRI    |         369 | 2004-02-09 | 2013-05-22 |            14.532 |               1.002
 ALTR   |        1496 | 1988-05-02 | 2013-09-13 |            16.796 |               1.003
 VALE   |         579 | 2002-08-26 | 2013-11-06 |            14.765 |               1.005
 PCP    |         812 | 1990-02-28 | 2013-10-28 |            14.383 |               1.006
 CBRL   |        1097 | 1984-12-18 | 2013-06-14 |            15.128 |               1.021
 INGR   |         405 | 1998-02-04 | 2013-03-26 |            13.866 |               1.026
 TYC    |         759 | 1988-02-22 | 2013-05-20 |            14.693 |               1.046
 WFM    |        1051 | 1992-02-21 | 2013-10-25 |            16.012 |               1.048
 TSCO   |         903 | 1994-03-23 | 2013-11-12 |            16.051 |               1.070
 MXIM   |        1019 | 1990-05-21 | 2013-02-12 |            15.896 |               1.073
 MSM    |         656 | 1996-02-09 | 2013-02-19 |            15.801 |               1.074
 AFL    |         897 | 1984-08-16 | 2013-08-01 |            15.149 |               1.076
 SWC    |        1246 | 1995-01-18 | 2014-01-02 |            18.107 |               1.079
 YUM    |         337 | 1997-10-21 | 2013-12-02 |            14.005 |               1.088
 TEVA   |         714 | 1990-07-12 | 2012-07-17 |            14.541 |               1.091
 CINF   |         303 | 1990-05-31 | 2012-02-14 |            14.420 |               1.109
 HAR    |        1299 | 1988-12-30 | 2013-11-27 |            16.061 |               1.111
 VTR    |         438 | 1997-06-06 | 2013-04-23 |            15.621 |               1.117
 BEN    |        1163 | 1984-10-16 | 2013-09-26 |            15.546 |               1.130
 PG     |         249 | 1984-11-06 | 2013-02-06 |            12.224 |               1.134
 RGR    |         850 | 1990-06-22 | 2013-12-02 |            15.195 |               1.137
 RIO    |         717 | 1990-10-23 | 2013-11-06 |            14.487 |               1.143
 LECO   |         472 | 1996-01-11 | 2013-09-19 |            13.654 |               1.149
 SPG    |         225 | 1994-02-22 | 2013-04-19 |            14.452 |               1.164
 PVH    |        1114 | 1987-12-21 | 2013-11-22 |            15.583 |               1.175
 IHS    |         220 | 2006-01-06 | 2013-01-10 |            14.082 |               1.196
 HON    |         562 | 1984-08-09 | 2013-05-15 |            14.398 |               1.199
 JNK    |          25 | 2008-12-24 | 2009-05-12 |            12.885 |               1.217
 MRO    |         700 | 1984-03-22 | 2013-07-23 |            13.699 |               1.217
 AAP    |         335 | 2002-01-02 | 2013-12-18 |            13.947 |               1.219
 HPQ    |         981 | 1984-06-26 | 2013-12-26 |            14.703 |               1.220
 DB     |         605 | 1997-01-22 | 2013-09-19 |            15.534 |               1.225
 NUAN   |        1081 | 1996-02-06 | 2014-01-02 |            21.336 |               1.227
 VLO    |        1415 | 1984-04-13 | 2013-12-20 |            15.279 |               1.244
 UA     |         507 | 2005-12-21 | 2013-10-01 |            15.854 |               1.245
 DK     |         457 | 2006-07-11 | 2014-01-02 |            17.570 |               1.252
 AYI    |         435 | 2002-01-09 | 2013-10-28 |            13.603 |               1.253
 ACAT   |         959 | 1990-10-25 | 2013-08-21 |            16.473 |               1.261
 HFC    |         843 | 1992-05-18 | 2013-11-05 |            16.136 |               1.269
 DECK   |        1200 | 1994-02-15 | 2013-12-18 |            17.698 |               1.273
 SHLD   |         579 | 2003-06-05 | 2013-11-25 |            19.115 |               1.281
 CVS    |         558 | 1985-01-22 | 2012-01-19 |            13.087 |               1.292
 MDY    |          86 | 1997-05-23 | 2011-11-04 |            13.088 |               1.310
 BEAM   |         508 | 1985-12-23 | 2013-05-13 |            13.862 |               1.313
 FCX    |         961 | 1995-11-24 | 2013-11-06 |            15.474 |               1.318
 MO     |         478 | 1984-08-09 | 2010-07-26 |            13.799 |               1.320
 JNJ    |         326 | 1984-08-09 | 2013-07-19 |            12.411 |               1.323
 CCL    |         794 | 1989-02-02 | 2013-12-31 |            14.493 |               1.339
 FNV    |         284 | 2008-01-08 | 2013-09-06 |            15.562 |               1.344
 DIS    |         728 | 1984-03-14 | 2013-05-15 |            13.663 |               1.353
 MYL    |        1066 | 1988-02-25 | 2013-12-06 |            14.640 |               1.357
 CYT    |         546 | 1996-08-05 | 2013-10-04 |            15.843 |               1.367
 FOSL   |        1341 | 1993-05-07 | 2013-11-06 |            16.720 |               1.376
 SBUX   |         955 | 1992-07-27 | 2013-07-26 |            15.404 |               1.385
 RLGY   |          32 | 2012-12-14 | 2013-12-10 |            11.825 |               1.397
 ARO    |         640 | 2002-08-30 | 2013-11-21 |            16.468 |               1.398
 RRGB   |         650 | 2002-09-03 | 2013-11-06 |            15.460 |               1.403
 SPLS   |         897 | 1990-04-25 | 2013-11-05 |            15.079 |               1.416
 REGN   |        1532 | 1991-08-05 | 2013-10-04 |            20.629 |               1.435
 MAR    |         482 | 1993-12-14 | 2013-11-06 |            14.237 |               1.440
 CAH    |         620 | 1988-02-01 | 2013-11-27 |            13.814 |               1.449
 FXI    |         196 | 2005-08-10 | 2013-09-19 |            14.749 |               1.450
 TJX    |         838 | 1988-02-10 | 2013-11-06 |            14.836 |               1.451
 MHFI   |         454 | 1986-02-12 | 2013-10-02 |            13.168 |               1.451
 NOV    |        1031 | 1996-11-26 | 2013-09-19 |            15.709 |               1.452
 ATVI   |        1001 | 1993-11-29 | 2013-08-16 |            17.631 |               1.456
 IPCM   |         280 | 2008-04-15 | 2013-12-06 |            14.535 |               1.471
 XLF    |         158 | 1999-03-08 | 2012-01-20 |            15.034 |               1.475
 MCD    |         399 | 1984-06-25 | 2009-06-05 |            12.637 |               1.481
 BBBY   |         858 | 1992-07-16 | 2013-07-23 |            15.390 |               1.487
 JCP    |         921 | 1984-08-09 | 2013-12-05 |            15.553 |               1.492
 SAP    |         516 | 1998-10-29 | 2013-11-15 |            16.458 |               1.493
 DDS    |        1010 | 1989-08-23 | 2013-12-09 |            16.534 |               1.503
 VAL    |         352 | 1992-10-23 | 2013-05-31 |            13.814 |               1.529
 MTD    |         435 | 1997-12-15 | 2013-05-17 |            13.746 |               1.536
 SYT    |         236 | 2000-12-19 | 2012-10-02 |            13.039 |               1.555
 AMZN   |        1076 | 1997-07-02 | 2013-12-06 |            19.408 |               1.566
 SCCO   |         874 | 1996-02-05 | 2014-01-02 |            16.256 |               1.570
 STJ    |         724 | 1990-03-06 | 2013-08-09 |            14.039 |               1.572
 AMAT   |        1573 | 1984-12-31 | 2013-10-21 |            16.870 |               1.574
 CM     |         307 | 1998-02-12 | 2011-10-31 |            13.634 |               1.575
 CEO    |         456 | 2001-04-18 | 2013-09-11 |            14.917 |               1.584
 ADSK   |        1576 | 1985-07-30 | 2013-12-20 |            16.860 |               1.595
 AIG    |         641 | 1985-02-01 | 2013-05-30 |            17.556 |               1.602
 FDX    |         867 | 1984-05-25 | 2013-11-12 |            14.077 |               1.606
 WRB    |         755 | 1984-10-05 | 2011-11-15 |            15.043 |               1.617
 FCFS   |         957 | 1992-10-06 | 2012-12-13 |            16.496 |               1.630
 MGM    |        1221 | 1990-03-21 | 2014-01-02 |            16.942 |               1.644
 FLTX   |          97 | 2012-12-19 | 2014-01-02 |            16.883 |               1.661
 NAV    |        1502 | 1984-06-22 | 2013-12-02 |            16.379 |               1.668
 CLH    |        1235 | 1990-04-24 | 2014-01-02 |            19.978 |               1.678
 XRX    |         786 | 1984-08-17 | 2013-12-10 |            15.521 |               1.679
 ACT    |         792 | 1993-03-17 | 2013-11-25 |            14.731 |               1.689
 LAMR   |         685 | 1996-08-30 | 2013-10-02 |            17.118 |               1.715
 INTC   |        1177 | 1986-08-15 | 2013-05-13 |            14.858 |               1.722
 MHK    |        1009 | 1992-05-07 | 2013-11-18 |            15.677 |               1.724
 SPY    |          52 | 1997-05-09 | 2011-10-31 |            12.281 |               1.727
 AUY    |         582 | 2004-02-13 | 2013-09-09 |            16.857 |               1.731
 X      |        1118 | 1991-06-05 | 2014-01-02 |            15.893 |               1.756
 IWM    |          86 | 2000-06-26 | 2011-12-23 |            12.633 |               1.761
 PRGO   |         778 | 1992-01-16 | 2013-11-29 |            13.956 |               1.767
 HL     |        1480 | 1985-08-09 | 2014-01-02 |            18.489 |               1.785
 CVLT   |         320 | 2006-10-20 | 2013-08-26 |            15.947 |               1.790
 AXP    |         681 | 1984-03-28 | 2013-11-06 |            14.437 |               1.820
 AL     |          54 | 2011-10-21 | 2013-11-19 |            13.407 |               1.838
 TQQQ   |         316 | 2010-03-12 | 2013-12-26 |            15.421 |               1.841
 ROK    |         754 | 1984-05-01 | 2013-09-26 |            14.153 |               1.842
 DISH   |         931 | 1995-09-20 | 2013-12-20 |            18.046 |               1.843
 MOS    |         465 | 2004-11-19 | 2013-01-29 |            16.601 |               1.850
 EEM    |         145 | 2003-06-17 | 2013-09-26 |            13.234 |               1.862
 PHM    |        1411 | 1985-11-12 | 2013-11-18 |            16.108 |               1.885
 SI     |         371 | 2001-04-19 | 2013-10-02 |            14.360 |               1.897
 LULU   |         449 | 2007-08-24 | 2013-10-10 |            19.738 |               1.909
 F      |         883 | 1984-08-02 | 2013-07-24 |            16.426 |               1.911
 BWA    |          51 | 2011-10-28 | 2013-08-13 |            13.884 |               1.925
 DVN    |         748 | 1992-05-07 | 2013-05-21 |            14.757 |               1.936
 CELG   |        1331 | 1990-06-22 | 2013-12-11 |            19.082 |               1.938
 MELI   |         460 | 2007-09-19 | 2013-10-04 |            18.458 |               1.939
 DOW    |         597 | 1984-03-21 | 2014-01-02 |            15.018 |               1.943
 JPM    |         843 | 1984-08-09 | 2013-07-23 |            15.047 |               1.947
 EWZ    |         507 | 2000-12-28 | 2013-10-02 |            13.759 |               1.948
 UPRO   |         303 | 2009-07-24 | 2013-11-12 |            14.334 |               1.950
 BC     |        1204 | 1984-04-03 | 2013-11-06 |            16.206 |               1.971
 BMRN   |         767 | 1999-08-23 | 2013-12-10 |            16.537 |               1.988
 CONN   |         693 | 2004-01-14 | 2014-01-02 |            18.253 |               1.990
 PII    |         757 | 1992-05-15 | 2013-10-07 |            14.416 |               1.992
 VRTX   |        1369 | 1991-08-30 | 2013-07-23 |            18.957 |               1.996
 ISIS   |        1485 | 1991-06-18 | 2013-12-24 |            19.483 |               2.029
 TRMB   |        1115 | 1992-07-16 | 2013-11-29 |            17.180 |               2.033
 GS     |         465 | 1999-06-30 | 2013-08-01 |            14.802 |               2.036
 UTHR   |         787 | 1999-07-16 | 2014-01-02 |            18.230 |               2.038
 KGC    |        1029 | 1994-12-27 | 2013-09-04 |            18.397 |               2.072
 QCOM   |        1082 | 1992-01-15 | 2012-08-15 |            17.964 |               2.081
 UNH    |         941 | 1990-05-01 | 2013-08-01 |            14.910 |               2.099
 GILD   |        1080 | 1992-05-06 | 2013-12-09 |            17.004 |               2.114
 VRSN   |         851 | 1998-03-02 | 2013-02-22 |            19.623 |               2.118
 ISRG   |         756 | 2000-07-25 | 2013-02-19 |            20.168 |               2.121
 EMC    |        1391 | 1989-05-02 | 2013-07-30 |            16.645 |               2.148
 N      |         391 | 2008-03-24 | 2013-10-04 |            15.138 |               2.160
 FFIV   |         985 | 1999-07-02 | 2013-08-14 |            19.996 |               2.166
 NVDA   |        1019 | 1999-02-24 | 2013-05-21 |            19.603 |               2.216
 SPWR   |         608 | 2005-12-16 | 2013-11-06 |            20.064 |               2.228
 GME    |         634 | 2002-05-03 | 2013-11-13 |            15.588 |               2.241
 ATK    |         565 | 1990-11-27 | 2013-12-02 |            14.841 |               2.259
 FB     |         120 | 2012-06-26 | 2014-01-02 |            18.626 |               2.267
 PCYC   |        1366 | 1995-11-22 | 2013-12-06 |            20.585 |               2.277
 ROST   |        1282 | 1987-01-06 | 2013-05-07 |            16.018 |               2.281
 POWI   |         961 | 1998-01-13 | 2013-08-09 |            18.970 |               2.292
 WAT    |         652 | 1995-12-21 | 2012-09-19 |            15.850 |               2.310
 LAD    |         896 | 1997-01-17 | 2013-12-19 |            18.097 |               2.315
 SYMC   |        1306 | 1990-05-14 | 2013-08-13 |            16.833 |               2.319
 PPO    |         386 | 2007-09-14 | 2013-08-26 |            18.197 |               2.334
 WLT    |         994 | 1996-02-21 | 2014-01-02 |            16.382 |               2.334
 WDC    |        1754 | 1987-01-30 | 2013-12-31 |            19.064 |               2.356
 ETR    |         317 | 1984-08-10 | 2013-04-30 |            13.334 |               2.357
 PCG    |         314 | 1984-10-19 | 2010-08-02 |            14.958 |               2.366
 RHT    |         803 | 1999-09-09 | 2014-01-02 |            19.645 |               2.391
 FLDM   |         144 | 2011-03-16 | 2014-01-02 |            16.051 |               2.392
 CSCO   |        1115 | 1990-05-08 | 2013-06-13 |            15.826 |               2.426
 JOY    |         702 | 2001-08-23 | 2013-11-08 |            15.289 |               2.435
 OCN    |         881 | 1996-10-23 | 2013-12-09 |            16.772 |               2.439
 CAVM   |         402 | 2007-05-31 | 2013-09-19 |            15.256 |               2.443
 HTWR   |         287 | 2008-07-30 | 2013-12-05 |            21.086 |               2.489
 SUI    |         227 | 1994-02-23 | 2013-07-23 |            15.778 |               2.514
 CNQR   |         923 | 1999-01-15 | 2013-10-02 |            20.622 |               2.526
 RDY    |         504 | 2001-05-11 | 2013-10-14 |            14.906 |               2.533
 ICE    |         372 | 2005-12-29 | 2013-11-27 |            16.489 |               2.573
 WYNN   |         664 | 2002-12-12 | 2014-01-02 |            16.755 |               2.574
 ULTA   |         347 | 2008-02-05 | 2013-10-10 |            16.490 |               2.575
 ABAX   |        1263 | 1992-05-01 | 2014-01-02 |            18.727 |               2.583
 CRM    |         609 | 2004-09-01 | 2013-11-12 |            16.110 |               2.590
 CPA    |         378 | 2006-08-16 | 2013-10-23 |            15.141 |               2.594
 USNA   |        1063 | 1996-07-25 | 2013-12-19 |            18.790 |               2.626
 ASPS   |         262 | 2009-09-03 | 2013-12-09 |            16.777 |               2.644
 AWH    |          90 | 2006-08-31 | 2013-10-04 |            12.594 |               2.649
 FLIR   |         912 | 1993-09-15 | 2013-08-16 |            17.351 |               2.654
 PFF    |          82 | 2008-08-11 | 2009-08-10 |            16.393 |               2.661
 AMGN   |        1165 | 1984-12-14 | 2013-09-19 |            16.460 |               2.680
 BIIB   |        1253 | 1991-10-16 | 2013-12-20 |            18.360 |               2.698
 TSO    |        1555 | 1984-03-13 | 2013-12-10 |            17.210 |               2.704
 GRA    |        1358 | 1984-06-20 | 2013-09-19 |            18.863 |               2.716
 AAPL   |        1664 | 1984-12-10 | 2013-10-28 |            15.930 |               2.720
 PLXS   |        1440 | 1990-06-15 | 2013-10-02 |            17.696 |               2.739
 GRMN   |         637 | 2001-02-01 | 2013-10-22 |            15.016 |               2.756
 CVI    |         518 | 2007-12-19 | 2013-12-26 |            17.654 |               2.762
 MT     |         971 | 1998-01-22 | 2013-11-11 |            18.307 |               2.787
 AMX    |         442 | 2001-04-24 | 2013-07-23 |            13.628 |               2.793
 FLS    |         978 | 1990-05-25 | 2013-12-31 |            14.681 |               2.795
 CERN   |        1262 | 1990-05-24 | 2013-10-24 |            16.851 |               2.799
 MU     |        1705 | 1990-02-15 | 2013-12-19 |            18.039 |               2.801
 VOD    |         696 | 1989-01-17 | 2013-09-26 |            14.000 |               2.802
 IGTE   |        1207 | 1997-01-16 | 2014-01-02 |            19.310 |               2.819
 CTRX   |         482 | 2006-08-02 | 2013-08-14 |            15.636 |               2.829
 WHR    |         888 | 1984-08-03 | 2013-11-18 |            14.859 |               2.850
 PXD    |         799 | 1997-09-08 | 2013-10-25 |            15.930 |               2.899
 CLF    |        1277 | 1987-12-08 | 2013-11-21 |            16.416 |               2.943
 SSYS   |        1320 | 1995-02-24 | 2013-12-31 |            18.803 |               2.949
 SKX    |         944 | 1999-11-17 | 2013-12-06 |            18.199 |               2.961
 WU     |         138 | 2006-10-30 | 2013-05-28 |            14.351 |               2.974
 SPW    |        1113 | 1985-12-17 | 2013-11-15 |            14.609 |               2.976
 VECO   |        1285 | 1995-02-27 | 2013-05-31 |            19.071 |               2.978
 KLAC   |        1304 | 1990-05-18 | 2013-09-26 |            16.772 |               2.992
 BGC    |         986 | 1997-06-16 | 2013-05-30 |            17.653 |               2.996
 CBS    |         247 | 2006-09-01 | 2013-11-06 |            17.322 |               3.001
 GLW    |        1164 | 1984-08-06 | 2013-11-18 |            16.080 |               3.051
 GD     |         519 | 1984-05-02 | 2013-07-24 |            13.631 |               3.073
 BX     |         304 | 2007-10-02 | 2013-12-23 |            17.154 |               3.089
 PETM   |         935 | 1993-08-20 | 2012-06-20 |            15.570 |               3.093
 WCC    |         792 | 1999-07-06 | 2013-11-14 |            16.269 |               3.124
 CHKP   |         841 | 1996-08-02 | 2013-08-06 |            18.919 |               3.141
 HGR    |        1117 | 1992-07-28 | 2013-11-06 |            17.681 |               3.159
 RY     |         304 | 1995-11-27 | 2013-07-23 |            13.142 |               3.197
 NUS    |         763 | 1997-01-15 | 2013-12-20 |            16.733 |               3.198
 SLW    |         653 | 2005-08-03 | 2013-09-06 |            17.209 |               3.221
 COH    |         646 | 2000-11-03 | 2013-12-02 |            15.573 |               3.232
 EXPE   |         418 | 2005-11-04 | 2013-12-31 |            16.430 |               3.237
 BEAV   |        1415 | 1990-05-25 | 2013-11-06 |            17.034 |               3.284
 AMT    |         568 | 1998-07-07 | 2012-07-03 |            19.336 |               3.352
 PANW   |          57 | 2012-08-17 | 2014-01-02 |            15.801 |               3.381
 MLNX   |         431 | 2007-04-26 | 2013-12-10 |            16.383 |               3.387
 MNST   |        1132 | 1995-09-20 | 2013-12-31 |            18.452 |               3.471
 EBAY   |         693 | 1998-10-23 | 2013-12-24 |            19.275 |               3.486
 AKAM   |         905 | 1999-11-29 | 2013-10-01 |            20.264 |               3.509
 ABG    |         541 | 2002-04-22 | 2013-08-14 |            18.256 |               3.512
 DEO    |         108 | 1998-02-19 | 2012-02-16 |            14.293 |               3.515
 COF    |         837 | 1995-01-10 | 2013-07-25 |            16.218 |               3.575
 PCLN   |         947 | 1999-04-29 | 2013-12-06 |            20.081 |               3.580
 NOW    |         105 | 2012-08-02 | 2013-11-06 |            15.540 |               3.614
 ADBE   |        1527 | 1986-09-15 | 2013-10-01 |            17.352 |               3.635
 CHTR   |         115 | 2010-03-17 | 2013-09-26 |            13.000 |               3.708
 CTSH   |         907 | 1998-07-20 | 2013-10-11 |            17.655 |               3.787
 INFY   |         738 | 1999-05-24 | 2013-10-29 |            17.161 |               3.838
 BRCM   |         923 | 1998-06-23 | 2013-05-21 |            19.252 |               3.867
 GOOG   |         376 | 2004-09-17 | 2013-11-14 |            15.434 |               3.880
 LL     |         422 | 2007-12-26 | 2013-11-15 |            16.589 |               3.968
 SNX    |         380 | 2004-01-08 | 2013-10-08 |            15.993 |               3.983
 XRT    |          93 | 2006-09-25 | 2011-11-02 |            13.998 |               3.986
 CTXS   |        1092 | 1996-01-23 | 2013-08-15 |            19.444 |               4.005
